name,lon,lat,category
Mutiara Residence,112.6039322,-7.9954757,residential
Puncak Buring Indah,112.6526416,-8.0115104,residential
Prima Ragil Permai I,112.6607177,-7.9813912,residential
Griya Shanta,112.6218779,-7.9389319,residential
Perumahan Sumpil Residence,112.6444943,-7.9320988,residential
Regency One,112.597922,-7.978144,residential
Permata Pulosari,112.647508,-7.9342852,residential
Perumahan Cengger Ayam,112.6305043,-7.9454414,residential
Joyogreen Regency,112.587639,-7.9376953,residential
Joyogreen Regency,112.5865291,-7.9376114,residential
Galaxy Regency,112.6074987,-7.9326594,residential
Graha Pelita Sigura-Gura,112.6068748,-7.9557999,residential
Grand Aleena,112.5733793,-7.9392403,residential
Perum Pesona Ikan Tombro,112.6334988,-7.9220278,residential
Perum Puri Kartika Asri Puskopad,112.63261,-7.9215874,residential
Pondok Blimbing Indah,112.6556529,-7.9364611,residential
Araya,112.6703581,-7.9376272,residential
CitraGarden Malang,112.65648,-8.0091479,residential
D'Rich Garden,112.6701781,-8.0063429,residential
Bukit Indah Permai I,112.6834617,-7.9957451,residential
Bukit Indah Permai,112.6821944,-7.9945152,residential
de Cassablanca Residence,112.6776239,-7.9845227,residential
Oma View Atas,112.6763364,-7.9872251,residential
The Sanata Village,112.6826303,-7.9887248,residential
Oma View,112.6832576,-7.9872917,residential
Riverfront Urban Resort,112.6684374,-7.9834442,residential
Bulan Terang Utama,112.6737803,-7.9866848,residential
Ijen Nirwana Residence,112.6173404,-7.9795919,residential
Sunflower Regency,112.6021686,-7.9823617,residential
Villa Dieng Residence,112.6055815,-7.9765631,residential
Istana Dieng,112.6020246,-7.9779553,residential
Sapta Royal Park,112.6048944,-7.9806753,residential
Bukit Dieng Regency,112.5961674,-7.9752487,residential
Delta Dieng,112.6044637,-7.9694025,residential
Taman Dieng,112.6073229,-7.971302,residential
Alam Dieng Residence,112.607284,-7.9764434,residential
Greenland,112.5949292,-7.9507989,residential
Pondok Cempaka Indah,112.6046519,-7.9919457,residential
DeGreen Cempaka Indah,112.6040176,-7.992212,residential
The Village,112.6008604,-7.9877445,residential
Mulyorejo Residence,112.6013988,-7.9909732,residential
Bandulan Regency,112.6009382,-7.9909381,residential
Perumahan V Brawijaya,112.6059046,-7.9801788,residential
Griyo Muslim,112.6021935,-7.9947531,residential
Perum LPK I,112.6033939,-7.9936643,residential
Safe Garden,112.6035537,-7.9929869,residential
Casa Lavenia,112.6012437,-7.993773,residential
Pondok Indah Mulyorejo Mandiri,112.5985668,-7.9895345,residential
Bandulan Permai,112.6047049,-7.9849867,residential
Royal Regency,112.6014607,-7.9876916,residential
De Rumah,112.6200649,-7.9566282,residential
Griya Sejahtera LPK III,112.5995317,-7.9956887,residential
Taman Graha Mulyorejo,112.6022665,-7.987097,residential
Graha Dewata Estate,112.5767957,-7.934827,residential
Garden Palma Inside,112.6134599,-7.9357641,residential
de Salvia Residence,112.6114334,-7.9896668,residential
Griya Tirta Aji,112.604479,-8.0035031,residential
Bumi Emas Residence,112.60486,-8.004011,residential
Griya Tanjung Priok Jaya,112.6053013,-8.0058727,residential
Terra Regency Kebonsari,112.6099367,-8.0117407,residential
The Green Sukun,112.6089063,-8.0110474,residential
Morse Recency Sukun,112.605544,-7.9942483,residential
Greenleaf Residence,112.6041024,-7.9967086,residential
Greenleaf 2 Residence,112.6043107,-7.9969636,residential
De Family,112.6045642,-7.9972755,residential
Perumahan Sukun Pondok Indah,112.6085807,-7.9979882,residential
Rafflesia Regency,112.607154,-7.9985812,residential
Grand Samawa,112.6060289,-8.0045637,residential
Surya Indah Regency,112.606312,-8.0047032,residential
Puri Nirwana Janti,112.6221846,-8.0055377,residential
Perum PNS Tlogomas,112.5924816,-7.9381671,residential
Hill Park Regency,112.5920504,-7.9754879,residential
Green Living Residence,112.6255175,-8.0207818,residential
Gadang Regency,112.6259335,-8.018489,residential
Dieng Inside,112.6070943,-7.9916549,residential
Griya Intan Regency,112.608276,-7.9919705,residential
Perumahan ASN Bandulan,112.607458,-7.9919354,residential
Perumahan Dinas Politeknik,112.5966928,-7.9419512,residential
Joyo Grand Inside,112.5903639,-7.943669,residential
Joyo Land Town House,112.592307,-7.9428891,residential
Perumahan Uniga,112.5914346,-7.9434518,residential
Joyo Grand,112.5945778,-7.9432951,residential
Dieng Flower,112.603904,-7.9802365,residential
Bukit Dieng Permai,112.6001365,-7.9742819,residential
Green Palm,112.615931,-7.9823154,residential
Citramas Raya,112.5881196,-7.9532787,residential
Northfield,112.6049859,-7.9754423,residential
Viqui Residence,112.6065483,-7.9748397,residential
Griya Pesona Asri,112.6079465,-7.9783184,residential
Metro Residence,112.6087418,-7.9788663,residential
Bandulan Asri,112.6082861,-7.9790087,residential
Permata Intan Agung,112.597139,-7.9831383,residential
Mulya Garden,112.5946168,-7.9835795,residential
Grand Alam Jingga,112.6009439,-7.9434148,residential
Pesona Bougenville,112.6015441,-7.9440159,residential
Dinoyo Royal Park,112.6030067,-7.9393034,residential
Dieng Townhouse,112.6089895,-7.9749505,residential
Griya Mulyorejo,112.6026308,-7.9875671,residential
Perum Taman Mulyorejo,112.6029183,-7.9875039,residential
Graha Merjosari Asri,112.6015721,-7.9473926,residential
Puncak Dieng Eksklusif,112.5972266,-7.9704007,residential
Pine Hill,112.5937684,-7.9547813,residential
Villa Puncak Tidar,112.5902526,-7.9609362,residential
Emerald Garden,112.6340468,-8.0305958,residential
Wonowaru Residence,112.6504975,-8.0333082,residential
Puri Cempaka Putih 3,112.6410651,-8.0273649,residential
Puri Cempaka Putih 2,112.64043,-8.0299117,residential
Puri Cempaka Putih 1,112.6405862,-8.0342556,residential
Puri Taman Agung,112.638879,-8.0364612,residential
Puri Diva Residence,112.6395299,-8.0368316,residential
Haris Land,112.6397804,-8.0368659,residential
Rajasa Residence,112.6375878,-8.0261221,residential
Graha Agung,112.5924721,-7.9458309,residential
Amany Land,112.6408615,-7.9981048,residential
Griya Harmony Residence,112.6400589,-7.9994844,residential
Mutiara Garden,112.6475361,-8.0005227,residential
Buring Indah Regency III,112.646092,-8.0069153,residential
Grand Mumtaz Residence,112.6462224,-8.0061551,residential
Perumahan Dinas LP Wanita Malang,112.6188559,-8.017566,residential
Kebonsari Regency,112.619282,-8.0161641,residential
Tirtasari Residence,112.6171125,-8.0130993,residential
Graha Kartika,112.6026836,-8.0065435,residential
Grand Tanjung Priok,112.6053258,-8.0085043,residential
Griya Tanjung Priok Jaya 2,112.6000329,-8.0036083,residential
Griya Bakalan Asri,112.6033119,-8.0048319,residential
The Aksha Residence,112.5986343,-8.0050898,residential
Mulyorejo Asri,112.6030384,-7.996497,residential
Graha Sukun Permai,112.6048028,-7.9957649,residential
Griya Mulya,112.6049138,-7.9955306,residential
Bale-Bale Cluster,112.6064947,-7.9958289,residential
Mahabharata Residence,112.6047012,-7.9982934,residential
Goodland Residence,112.5947595,-7.9851646,residential
Palmira Graha,112.5808935,-7.9379249,residential
Grand Soeroso,112.5799641,-7.9391549,residential
La Tansa 2,112.5807407,-7.9404992,residential
Villa Puncak Tidar,112.5827495,-7.9445845,residential
Medina Residence 3,112.569853,-7.9382019,residential
Grand Joyo Agung Regency,112.5810127,-7.9371429,residential
New Villa Joyo Agung,112.5814525,-7.9371609,residential
Joyo Agung Regency,112.5818315,-7.9379722,residential
The Panorama Residence,112.5831718,-7.938166,residential
Genting Asri Residence,112.5759225,-7.9367175,residential
Puncak Joyo Agung Residence,112.5749488,-7.9363644,residential
La Tansa Cluster,112.5761409,-7.9396062,residential
Al Fatih Residence,112.5769186,-7.9406519,residential
Alam Sari Pasca UB,112.5858823,-7.9387552,residential
Griya Amarta,112.5894005,-7.9395377,residential
Green Orchid Residence,112.623834,-7.9317053,residential
Taman Indah Soekarno Hatta,112.6174622,-7.9342947,residential
Bumi Tunggulwulung,112.6160412,-7.9296411,residential
Azzahra Residence,112.616099,-7.9267536,residential
Permata Land,112.6165739,-7.9273656,residential
Mutiara Jingga,112.616314,-7.9277223,residential
Borobudur Agung,112.6319927,-7.9348602,residential
Royal Borobudur Residence,112.6321763,-7.9325486,residential
Arumba Utama Residence,112.6125457,-7.9268178,residential
Arumba Permai,112.611635,-7.9269096,residential
Arumba Indah,112.6108674,-7.9264529,residential
The 9 Residence,112.6102318,-7.9260247,residential
Grand Arumba,112.6100304,-7.9253174,residential
Cozy Kos Maahyra,112.6135272,-7.927694,residential
Arumba Hill Residence,112.6132049,-7.9275037,residential
The Arumba Residence,112.6137863,-7.9279261,residential
Griya Mitra Arumba,112.6139123,-7.9283345,residential
Permata Jingga,112.6185027,-7.9310205,residential
Griya Shanta Inside,112.6218694,-7.9364973,residential
Gurami Indah,112.6252546,-7.925121,residential
The City Inside,112.6262485,-7.923611,residential
Tasikmadu Inside,112.6264082,-7.9229498,residential
Puri Kartika Asri,112.6474903,-7.9394251,residential
Royal Janti Residence,112.6213398,-7.9992734,residential
Janti Regency,112.6220735,-8.0000337,residential
Sigura Gura Green Park,112.6015684,-7.9519277,residential
Graha Indah Sentosa,112.6018929,-7.9520691,residential
Prisma Cluster,112.6024234,-7.9521818,residential
Sigura Hill,112.6029239,-7.9524882,residential
de' Cluster Sigura Gura,112.6028755,-7.9509803,residential
Pondok Alam Sigura Gura,112.6050673,-7.9550726,residential
Sigura-Gura Town House,112.6067624,-7.9561107,residential
Mutiara Citramas,112.5901158,-7.9548822,residential
Gasek Tidar Residence,112.595813,-7.9538678,residential
Bukit Cemara Tidar,112.5930568,-7.9528593,residential
Taman Sulfat,112.6494096,-7.9627095,residential
Sulfat Inside,112.6486556,-7.9651446,residential
Bumi Meranti Wangi,112.6521027,-7.9633846,residential
Layur Indah,112.6349424,-7.9335578,residential
Royal Piranha,112.6347667,-7.9332376,residential
Piranha Village,112.6347775,-7.9318343,residential
Graha Mulia,112.6250198,-7.9234297,residential
Taman Tectona Residence,112.6229563,-7.9243035,residential
Mutiara Jingga Residence,112.6182486,-7.9210343,residential
Perumahan Permata Garden,112.6478524,-8.0036903,residential
Bumi Palapa,112.6121454,-7.9305565,residential
Griya Saxophone,112.6111462,-7.9297098,residential
Puri Bunga II,112.6121522,-7.9293524,residential
Saxofone Land,112.6105287,-7.9293969,residential
Permata Saxofone,112.6099243,-7.9290051,residential
de` Saxofone,112.6088204,-7.9313442,residential
New Puri Kartika Asri,112.6349991,-8.0339349,residential
Karya Kartika Graha,112.6344572,-8.0355335,residential
Cassava Regency 2,112.6325787,-8.0387237,residential
KPRI RSSA Regency,112.6338128,-8.0404969,residential
Babatan Indah,112.633396,-8.0403284,residential
Puri Kartika Asri,112.6363703,-8.0395613,residential
Permata Tlogomas,112.6035835,-7.934976,residential
Bukit Hijau,112.6014572,-7.9290905,residential
Permata Hijau,112.600262,-7.9287011,residential
Citra Kepuh Raya,112.6229777,-8.0081997,residential
Pondok Indah Borobudur,112.6391401,-7.9354034,residential
Villa Ikan Paus,112.6396369,-7.9357634,residential
Puri Nirwana Gajayana,112.606647,-7.9472479,residential
Istana Gajayana,112.6077295,-7.9471831,residential
Garden Palma Estate,112.613439,-7.9367226,residential
Perum Taman Anggrek,112.6233286,-7.9543104,residential
DeLavender Town House,112.6247125,-7.9432892,residential
The Green Diamond,112.6296182,-8.0205415,residential
Garaya Permai,112.6284425,-8.0276436,residential
Kebonsari Indah,112.628015,-8.0314898,residential
City Side Residence,112.6244832,-8.0303046,residential
Griya Wilis Indah,112.6182035,-7.9709382,residential
Dirgantara Indah,112.6541522,-7.9850108,residential
Bumi Bakahuni Executive,112.6071273,-8.0059998,residential
Cluster Bumiemas,112.6079909,-8.0071512,residential
Grand Mashyur City,112.6110046,-8.0060986,residential
Cahaya Cempaka Residence,112.6291978,-7.9335398,residential
D`Wiga Regency,112.6281886,-7.9306921,residential
ABM Permai,112.6268917,-7.9324158,residential
Cluster Green Garden Saxophone,112.6046601,-7.925687,residential
Grand Mahabharata Saxophone,112.6040196,-7.9254765,residential
Permata Kencana Saxofon,112.6043765,-7.9244064,residential
River Village Saxophone,112.6053902,-7.9270348,residential
Griya Tunggul Sari,112.6069151,-7.9288265,residential
Kampung Warna Warni Jodipan,112.6378028,-7.9833453,residential
Kampung Tridi,112.6378603,-7.9822567,residential
Kampung Biru Arema,112.6370735,-7.981529,residential
Sulfat Blossom,112.6562296,-7.9541658,residential
Pandanwangi Utama Residence,112.6591735,-7.9552104,residential
Amarii Regency,112.658407,-7.9560842,residential
Harmony Regency,112.6624248,-7.9547507,residential
Pandanwangi Inside,112.6626344,-7.9560966,residential
Kanigraha,112.6576362,-7.9520959,residential
Pandanwangi Park,112.6597328,-7.9543866,residential
Pandanwangi Green Park,112.6594419,-7.9547619,residential
Sulfat Garden,112.6593204,-7.9538065,residential
Pandanwangi Royal Park,112.6581725,-7.9584988,residential
Pandanwangi Royal Park - Exotic Cluster,112.6568681,-7.9590611,residential
Golden Valley,112.6602968,-7.9598769,residential
Pantai Gading,112.6490797,-8.0094323,residential
Citra Nirwana Residence,112.64805,-8.0103927,residential
Buring Indah Regency 6,112.6616092,-8.0142893,residential
Gor Ragil Regency,112.6453643,-8.0128078,residential
Pondok Puspa Indah,112.6023848,-7.9884584,residential
Citra Arjosari Residence,112.6573041,-7.9319969,residential
Wisma Perawat Bhakti Luhur,112.6253171,-7.9508929,residential
Pondok Indah Bumi Ayu,112.6383044,-8.002023,residential
Bumi Royal Park,112.6390768,-8.0081761,residential
Bayam Merah,112.6384373,-8.0081277,residential
Graha Mayjend Sungkono,112.6419128,-8.0012677,residential
Grand Amerlia,112.6404291,-8.0058491,residential
Permata Royal Manisa,112.6403586,-8.0120438,residential
Ken Arok Residence,112.6428892,-8.0086217,residential
Griya Manisa Satelit,112.6412723,-8.0123667,residential
The Palm Residence,112.6419214,-8.0184391,residential
Taman Janti,112.6255951,-8.0083504,residential
De Adisucipto Residence,112.6633901,-7.9493131,residential
Grand Pesona Pandanwangi,112.6625859,-7.9533567,residential
Puri Nirwana Pandanwangi,112.6625971,-7.9528614,residential
De Cluster Nirwana Pandanwangi,112.661618,-7.9521029,residential
Graha Kencana,112.657974,-7.92232,residential
The Balearjosari Residence,112.6549386,-7.9239951,residential
Puri Indah Balearjosari,112.6553045,-7.9242826,residential
Polowijen Garden,112.6443919,-7.9278993,residential
Balearjosari Permai,112.6401734,-7.9208303,residential
Griya Damai Sejahtera,112.6411309,-7.921785,residential
Royal Chrysant - Riverside,112.6429372,-7.9220064,residential
Royal Regency - Riverside,112.6471305,-7.9238273,residential
Riverside,112.6445925,-7.9233603,residential
The Irish Garden,112.6471355,-7.9178011,residential
Serenia Garden Regency,112.6434958,-7.915853,residential
Karanglo Indah,112.6448415,-7.916886,residential
Myrra Residence,112.6105269,-7.9360953,residential
Plamet Regency,112.6080639,-7.9340839,residential
Bumi Sulfat Residence,112.6515086,-7.9658548,residential
Mutiara Sulfat,112.6519909,-7.969321,residential
Griya Warinoi,112.651079,-7.9690821,residential
Sulfat Green Land,112.654693,-7.9644679,residential
Sulfat Rivera Residence,112.6549132,-7.9660076,residential
Sulfat de Castello,112.6538898,-7.9636553,residential
Sun Sulfat,112.6542137,-7.9585816,residential
Pondok Harapan Indah,112.6069136,-7.9600591,residential
Bajang Ratu Inside,112.6390342,-7.9441599,residential
The Lely Townhouse 1,112.6293242,-7.9551043,residential
Jasmine Town House,112.6295902,-7.9439011,residential
Citra Cengger Ayam,112.6311415,-7.9451877,residential
Bukirsari Inside,112.6309148,-7.9443027,residential
Citra Kedawung Regency,112.6330037,-7.951783,residential
Perumahan Andalan Barcelona,112.6041012,-7.9471926,residential
Sativa,112.6466099,-8.0216288,residential
Citra Gading,112.64701,-8.0196111,residential
Sunrise Garden,112.6463135,-8.0171925,residential
Manissa Royal Residence 2,112.6412498,-8.0129373,residential
Grand Hannan,112.6427231,-8.0126766,residential
Rusunawa Buring 2,112.6449642,-8.0104572,residential
Rusunawa Buring 1,112.6453478,-7.996404,residential
Tiara Garden,112.6493081,-7.9970819,residential
Salahutu Indah 1,112.6056788,-7.9671849,residential
Griya Warna 1,112.6153419,-8.0046746,residential
Grand Arsy,112.6093728,-8.0001515,residential
de` Cluster City,112.6093,-8.0006236,residential
Puri Bunga Estate,112.6117305,-7.9337148,residential
Permata Brantas Indah,112.6116906,-7.9327996,residential
Griya Bathari,112.5980588,-7.9539986,residential
Eka Cakra Regency,112.5983268,-7.9540835,residential
Gasek Inside,112.5994145,-7.9528335,residential
Tidar View,112.5989536,-7.954518,residential
Joyo Agung White House,112.5797417,-7.9370021,residential
Sigura-Gura Cozy Kos,112.6048382,-7.9564385,residential
Golden House Sigura-Gura,112.6073255,-7.9573285,residential
Cozy Kos Brawijaya,112.6073407,-7.9570785,residential
Town House Taman Sigura-Gura Indah,112.6074502,-7.9567384,residential
Bajang Ratu Indah,112.6378207,-7.9434148,residential
Arjowinangun Green Park,112.6432751,-8.0445294,residential
Griya Wijaya Kusuma,112.644174,-8.0443347,residential
De Royal Nirwana,112.5889059,-7.9850183,residential
Graha Mustika,112.5898112,-7.9848109,residential
Pelita Kebonsari,112.6174836,-8.0200732,residential
Lembah Dieng,112.5995899,-7.9687243,residential
Alun-Alun Bundar Malang,112.6340383,-7.9771497,park
Taman Krida Budaya Jawa Timur,112.6225691,-7.9427219,park
Taman Slamet,112.6222467,-7.9741782,park
Hutan Kota Malabar,112.626775,-7.9686726,park
Alun-Alun Merdeka,112.6308072,-7.9826161,park
Lapangan Rampal,112.6401699,-7.9735714,park
Panggung Terbuka Rampal,112.6403217,-7.9723156,park
Polinema Mall,112.6167406,-7.9472309,park
Taman Trunojoyo,112.6365355,-7.9766938,park
Hutan MIPA,112.6116953,-7.9520816,park
Taman Merjosari,112.603118,-7.9451443,park
Taman Panglima Sudirman,112.6384798,-7.9671962,park
Taman Tjerme,112.6252202,-7.9704349,park
Atamimi Huis,112.5947953,-7.9557851,park
Taman Wisata Rolak Indah,112.6543117,-7.9898984,park
Taman Gotong Royong,112.6472991,-7.947971,park
Merbabu Family Park,112.6258686,-7.9673693,park
Taman UM,112.6163143,-7.9627882,park
Taman Simpang Balapan,112.6251041,-7.9656642,park
Taman Literasi Tidar,112.6015317,-7.9626558,park
Plaza Merjosari,112.6034643,-7.9436058,park
Smoking Area Saxofone Land,112.6098997,-7.9302462,park
Taman & Pedestrian Dieng,112.6139823,-7.9733296,park
Taman & Pedestrian Dieng,112.6151742,-7.9733838,park
Taman Gayam,112.6160431,-7.974987,park
Taman Bermain Taman Agung,112.6092772,-7.9707657,park
Taman Bunga Merjosari,112.604244,-7.9456484,park
Alun-alun UM,112.6192538,-7.9633587,park
Taman Rekreasi Kota (Tarekot) Malang,112.6334226,-7.9791063,park
Taman Raya Langsep,112.6124134,-7.9762323,park
Taman Wisata Lembah Dieng,112.5967791,-7.9649104,park
Atamimi Palace,112.5934886,-7.9556655,park
Taman Janssen,112.6119792,-7.9721727,park
taman medeka ETIGA,112.5829897,-7.9475954,park
Taman depan E2,112.5817819,-7.946245,park
Taman E2,112.5829362,-7.9460602,park
Taman Blok B Villa Bukit Tidar,112.584492,-7.9435352,park
Taman Boulevard,112.5853785,-7.9438449,park
Taman Blok B1 Villa Bukit Tidar,112.5830376,-7.9429722,park
Fasum Astera,112.5820267,-7.9488835,park
Taman Edukasi Gerabah Green Park,112.6170727,-7.9551048,park
Taman Amprong,112.6419645,-7.9638407,park
Taman Halmahera,112.6281858,-7.9923419,park
Sungai Andalas Tengah,112.6259269,-7.9931783,park
Taman depan etiga,112.5820052,-7.9471636,park
Children Playgroud Cluster Spring Dale,112.6591273,-8.0099294,park
Taman Kota Hijau,112.6172454,-7.9286094,park
Taman Kebun Bibit Mojolangu,112.628264,-7.9331257,park
Taman Teluk Grajakan - Pandanwangi,112.6540007,-7.9427689,park
Greenplace for Srikandi,112.6484091,-7.9676707,park
Taman Sulfat,112.6499262,-7.9618847,park
Taman Cisadea,112.6430654,-7.9553784,park
Taman Pandanwangi,112.6640606,-7.9500325,park
Taman Kendedes,112.6508548,-7.9260826,park
Taman Edukasi Kelurahan Blimbing,112.640237,-7.9435774,park
Taman Sulfat,112.6500757,-7.9604015,park
Taman Lalu Lintas Merjosari,112.6026538,-7.9453561,park
Taman Dempo,112.6209832,-7.9693467,park
Pasar Bunulrejo,112.6460815,-7.9725023,marketplace
Pasar Madyopuro,112.6712421,-7.9741363,marketplace
Pasar Baru Barat Comboran,112.630775,-7.9912904,marketplace
Pasar Tawangmangu,112.6312123,-7.9598574,marketplace
Pasar Oro Oro Dowo,112.6282524,-7.9687926,marketplace
Pasar Tunggulwulung,112.6130785,-7.9330897,marketplace
Pasar Tlogowaru,112.6617681,-8.0390735,marketplace
Pasar Tlogowaru,112.6618083,-8.0389653,marketplace
Pasar Tlogowaru,112.6617673,-8.0390649,marketplace
Pasar Tlogowaru,112.6617218,-8.0391769,marketplace
Pasar Kebalen,112.6369208,-7.9880945,marketplace
Pasar Kasin,112.6215053,-7.9836582,marketplace
Pasar Sukun,112.6197863,-7.997041,marketplace
Pasar Tradisional Sawojajar,112.6610254,-7.9746043,marketplace
Pasar Tradisional Guyup Rukun Karangbesuki,112.6055118,-7.9617469,marketplace
PASAR PAGI,112.6543661,-7.9302456,marketplace
Pasar Klojen,112.6368647,-7.9728278,marketplace
Pasar Mergan,112.614778,-7.9829821,marketplace
Pasar Rakyat Bareng,112.620504,-7.9772018,marketplace
Pasar Besar Malang,112.6330625,-7.9871816,marketplace
Pasar Krempyeng,112.6098013,-7.9839272,marketplace
Pasar Blimbing,112.6395088,-7.9399862,marketplace
UM Mart,112.6180021,-7.9612533,marketplace
Pasar Terpadu Dinoyo,112.6075611,-7.9382595,marketplace
Pasar Baru Timur Comboran Malang,112.6319393,-7.9915168,marketplace
Pasar Kotalama,112.6356712,-8.000288,marketplace
Pasa Kedungkandang,112.646579,-7.9940725,marketplace
Pasar Burung Malang,112.6309649,-7.9783597,marketplace
Dapoer Qoe,112.6631039,-7.9761417,marketplace
Pasar Minggu Velodrome Sawojajar,112.6692667,-7.9739545,marketplace
Pasar Krempyeng,112.6287143,-7.9779957,marketplace
Madrasah Aliyah Negeri 2 Malang,112.6218246,-7.9611619,school
SMK Negeri 9 Malang,112.687009,-7.9824496,school
TK Muslimat NU,112.6449552,-7.9341599,school
SMK Negeri 12 Malang,112.6589032,-7.9251274,school
Taman Siswa Malang,112.6411351,-7.9615654,school
Yayasan Pendidikan Anak Cacat Malang,112.6404329,-7.9627765,school
SD Negeri Wonokoyo 1,112.648007,-8.0222465,school
SMP Negeri 21 Malang,112.6647923,-7.9738394,school
SMP Negeri 2 Malang,112.6312393,-7.9901133,school
SMP Negeri 9 Kota Malang,112.63059,-7.989576,school
SMA Negeri 5 Malang,112.6264168,-7.9890014,school
SMK Negeri 4 Malang,112.627524,-7.9892546,school
SMP Negeri 19 Malang,112.6250837,-7.9939187,school
Yayasan Santa Perawan Maria,112.6289886,-7.9894429,school
SMA Negeri 2 Malang,112.6334683,-7.9913973,school
MIN 1 Malang,112.6226325,-7.9615608,school
SMP KARTIKA IV-9,112.6424446,-7.9783316,school
National Leader School,112.6026901,-7.9702011,school
SMP Negeri 20 Malang,112.6408147,-7.9637107,school
Yayasan Pengenbangan Ilmu dan Karya Malang,112.6310302,-7.9457502,school
SMK Negeri 6 Malang,112.6716674,-7.9748725,school
SD Negeri Madyopuro 5,112.6704947,-7.9772674,school
Pondok Pesantren Ainul Yaqin,112.6062931,-7.93588,school
SD Insan Amanah,112.6202544,-7.9405006,school
SDIT Ahmad Yani,112.6311472,-7.9763473,school
SLTP - SMA - SMK Shalahuddin Malang,112.6324856,-7.9700219,school
SMPN 24 Malang,112.6614906,-7.9541008,school
SD Negeri Balearjosari 2,112.6579755,-7.9267272,school
SMP Negeri 1 Malang,112.6237904,-7.9711586,school
SMK Negeri 2 Malang,112.614803,-7.9567019,school
SMA Negeri 8 Malang,112.6164894,-7.9571994,school
Charis National Academy,112.5999499,-7.9636308,school
Worldbridge Language Center,112.5990566,-7.9587328,school
SD Negeri Karangbesuki 2,112.5997972,-7.9575812,school
SMK PGRI 3 Malang,112.6018603,-7.9273185,school
SD Negeri Bakalankrajan 2,112.6114622,-8.0075698,school
SMA PGRI 6,112.6252994,-8.0073619,school
SMA Nasional Malang,112.6210373,-8.0058898,school
SMP Negeri 12 Malang,112.6212316,-8.0064503,school
Brawijaya Smart School,112.6329553,-7.9906631,school
Yayasan YBPK Petra Malang,112.6323584,-7.9907078,school
Sekolah Kristen Kalam Kudus Malang,112.6323489,-7.990185,school
